| 2020:06:24 22:36:19,146 | I | root | lib/xen_protocol.py +54 require_auth Authorization	5d232de88d26f4bb9e11367b
| 2020:06:24 22:36:19,147 | I | root | lib/fernet_crypto.py +65 FN_DECRYPT 	
| 2020:06:24 22:36:19,148 | I | root | lib/xen_protocol.py +71 require_auth x-Origin-Key	5e551060234c5ff26752bd45
| 2020:06:24 22:36:19,149 | I | root | lib/xen_protocol.py +86 require_auth x-Api-Key	5e58fd693bf1f7d832254c76
| 2020:06:24 22:36:19,151 | D | root | med/medservicelist.py +770 delete RSP	{'code': 4100, 'status': False, 'message': 'Invalid ID'}
| 2020:06:24 22:36:19,151 | I | tornado.access | 200 DELETE /v2/web/api/med/servicelist?id=5ef3807551d0f2167ff186d8 (::1) 9.26ms
| 2020:06:24 22:37:27,544 | I | tornado.general | /home/nilanjan/projects/ohzas/server_v2/web/med/medservicelist.py modified; restarting server
| 2020:06:24 22:37:27,641 | I | root | ------
| 2020:06:24 22:37:27,674 | I | root | lib/log_util.py +50 <module> All Logs written in ./log/run.log
| 2020:06:24 22:37:28,114 | D | asyncio | Using selector: EpollSelector
| 2020:06:24 22:37:28,184 | I | root | lib/conn_util.py +39 MongoMixin MONGO	User Database has been Initialized!
| 2020:06:24 22:37:28,211 | I | root | lib/conn_util.py +58 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:37:28,242 | I | root | lib/conn_util.py +77 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:37:28,246 | E | STDERR | Traceback (most recent call last):
| 2020:06:24 22:37:28,246 | E | STDERR |   File "./run.py", line 4, in <module>
| 2020:06:24 22:37:28,246 | E | STDERR |     from common import *
| 2020:06:24 22:37:28,246 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/common.py", line 17, in <module>
| 2020:06:24 22:37:28,246 | E | STDERR |     from .med.medservicelist import MedServiceListHandler
| 2020:06:24 22:37:28,247 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/med/medservicelist.py", line 678
| 2020:06:24 22:37:28,247 | E | STDERR |     print (self.request.arguments['id'][0]).decode())
| 2020:06:24 22:37:28,247 | E | STDERR |                                                     ^
| 2020:06:24 22:37:28,247 | E | STDERR | TabError: inconsistent use of tabs and spaces in indentation
| 2020:06:24 22:37:31,212 | I | root | ------
| 2020:06:24 22:37:31,240 | I | root | lib/log_util.py +50 <module> All Logs written in ./log/run.log
| 2020:06:24 22:37:31,687 | D | asyncio | Using selector: EpollSelector
| 2020:06:24 22:37:31,763 | I | root | lib/conn_util.py +39 MongoMixin MONGO	User Database has been Initialized!
| 2020:06:24 22:37:31,802 | I | root | lib/conn_util.py +58 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:37:31,845 | I | root | lib/conn_util.py +77 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:37:31,854 | E | STDERR | Traceback (most recent call last):
| 2020:06:24 22:37:31,854 | E | STDERR |   File "./run.py", line 4, in <module>
| 2020:06:24 22:37:31,854 | E | STDERR |     from common import *
| 2020:06:24 22:37:31,854 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/common.py", line 17, in <module>
| 2020:06:24 22:37:31,854 | E | STDERR |     from .med.medservicelist import MedServiceListHandler
| 2020:06:24 22:37:31,854 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/med/medservicelist.py", line 678
| 2020:06:24 22:37:31,854 | E | STDERR |     print (self.request.arguments['id'][0]).decode())
| 2020:06:24 22:37:31,855 | E | STDERR |                                                     ^
| 2020:06:24 22:37:31,855 | E | STDERR | TabError: inconsistent use of tabs and spaces in indentation
| 2020:06:24 22:38:16,357 | I | root | ------
| 2020:06:24 22:38:16,391 | I | root | lib/log_util.py +50 <module> All Logs written in ./log/run.log
| 2020:06:24 22:38:16,847 | D | asyncio | Using selector: EpollSelector
| 2020:06:24 22:38:16,922 | I | root | lib/conn_util.py +39 MongoMixin MONGO	User Database has been Initialized!
| 2020:06:24 22:38:16,960 | I | root | lib/conn_util.py +58 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:38:17,004 | I | root | lib/conn_util.py +77 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:38:17,010 | E | STDERR | Traceback (most recent call last):
| 2020:06:24 22:38:17,010 | E | STDERR |   File "./run.py", line 4, in <module>
| 2020:06:24 22:38:17,010 | E | STDERR |     from common import *
| 2020:06:24 22:38:17,010 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/common.py", line 17, in <module>
| 2020:06:24 22:38:17,010 | E | STDERR |     from .med.medservicelist import MedServiceListHandler
| 2020:06:24 22:38:17,010 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/med/medservicelist.py", line 678
| 2020:06:24 22:38:17,010 | E | STDERR |     print (self.request.arguments['id'][0].decode())
| 2020:06:24 22:38:17,010 | E | STDERR |                                                    ^
| 2020:06:24 22:38:17,011 | E | STDERR | TabError: inconsistent use of tabs and spaces in indentation
| 2020:06:24 22:39:19,918 | I | root | ------
| 2020:06:24 22:39:19,954 | I | root | lib/log_util.py +50 <module> All Logs written in ./log/run.log
| 2020:06:24 22:39:20,405 | D | asyncio | Using selector: EpollSelector
| 2020:06:24 22:39:20,485 | I | root | lib/conn_util.py +39 MongoMixin MONGO	User Database has been Initialized!
| 2020:06:24 22:39:20,517 | I | root | lib/conn_util.py +58 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:39:20,545 | I | root | lib/conn_util.py +77 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:39:20,551 | E | STDERR | Traceback (most recent call last):
| 2020:06:24 22:39:20,551 | E | STDERR |   File "./run.py", line 4, in <module>
| 2020:06:24 22:39:20,551 | E | STDERR |     from common import *
| 2020:06:24 22:39:20,551 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/common.py", line 17, in <module>
| 2020:06:24 22:39:20,551 | E | STDERR |     from .med.medservicelist import MedServiceListHandler
| 2020:06:24 22:39:20,551 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/med/medservicelist.py", line 678
| 2020:06:24 22:39:20,551 | E | STDERR |     a = self.request.arguments['id'][0].decode()
| 2020:06:24 22:39:20,551 | E | STDERR |                                                ^
| 2020:06:24 22:39:20,551 | E | STDERR | TabError: inconsistent use of tabs and spaces in indentation
| 2020:06:24 22:40:22,398 | I | root | ------
| 2020:06:24 22:40:22,431 | I | root | lib/log_util.py +50 <module> All Logs written in ./log/run.log
| 2020:06:24 22:40:22,888 | D | asyncio | Using selector: EpollSelector
| 2020:06:24 22:40:22,961 | I | root | lib/conn_util.py +39 MongoMixin MONGO	User Database has been Initialized!
| 2020:06:24 22:40:23,002 | I | root | lib/conn_util.py +58 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:40:23,031 | I | root | lib/conn_util.py +77 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:40:23,037 | E | STDERR | Traceback (most recent call last):
| 2020:06:24 22:40:23,037 | E | STDERR |   File "./run.py", line 4, in <module>
| 2020:06:24 22:40:23,038 | E | STDERR |     from common import *
| 2020:06:24 22:40:23,038 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/common.py", line 17, in <module>
| 2020:06:24 22:40:23,038 | E | STDERR |     from .med.medservicelist import MedServiceListHandler
| 2020:06:24 22:40:23,038 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/med/medservicelist.py", line 678
| 2020:06:24 22:40:23,038 | E | STDERR |     a = self.request.arguments['id'][0]
| 2020:06:24 22:40:23,038 | E | STDERR |                                       ^
| 2020:06:24 22:40:23,038 | E | STDERR | TabError: inconsistent use of tabs and spaces in indentation
| 2020:06:24 22:41:04,269 | I | root | ------
| 2020:06:24 22:41:04,305 | I | root | lib/log_util.py +50 <module> All Logs written in ./log/run.log
| 2020:06:24 22:41:04,764 | D | asyncio | Using selector: EpollSelector
| 2020:06:24 22:41:04,840 | I | root | lib/conn_util.py +39 MongoMixin MONGO	User Database has been Initialized!
| 2020:06:24 22:41:04,879 | I | root | lib/conn_util.py +58 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:41:04,918 | I | root | lib/conn_util.py +77 MongoMixin MONGO	Service Database has been Initialized!
| 2020:06:24 22:41:04,926 | E | STDERR | Traceback (most recent call last):
| 2020:06:24 22:41:04,926 | E | STDERR |   File "./run.py", line 4, in <module>
| 2020:06:24 22:41:04,926 | E | STDERR |     from common import *
| 2020:06:24 22:41:04,926 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/common.py", line 17, in <module>
| 2020:06:24 22:41:04,927 | E | STDERR |     from .med.medservicelist import MedServiceListHandler
| 2020:06:24 22:41:04,927 | E | STDERR |   File "/home/nilanjan/projects/ohzas/server_v2/web/med/medservicelist.py", line 678
| 2020:06:24 22:41:04,927 | E | STDERR |     a = self.request.arguments['id'][0]
| 2020:06:24 22:41:04,927 | E | STDERR |                                       ^
| 2020:06:24 22:41:04,927 | E | STDERR | TabError: inconsistent use of tabs and spaces in indentation
